store,address,phone,address2,지역 시/군/구
통진행복점,경기 김포시 통진읍 율마로438번길 51,1577-9621 소프트크림 판매점,경기도 김포시 통진읍 율마로438번길 51,김포시
시흥매화점,경기 시흥시 매화1로 22-3,1577-9621,경기도 시흥시 매화1로 22-3,시흥시
금촌미소점,경기 파주시 금신초교길 56,1577-9621,경기도 파주시 금신초교길 56,파주시
포천터미널점,경기 포천시 중앙로 126-6,1577-9621,경기도 포천시 중앙로 126-6,포천시
관양센터점,경기 안양시 동안구 관악대로373번길 28,1577-9621,경기도 안양시 동안구 관악대로373번길 28,안양시동안구
동탄프리미엄점,경기 화성시 동탄기흥로257번가길 40-2,1577-9621 소프트크림 판매점,경기도 화성시 동탄기흥로257번가길 40-2,화성시
여주영진점,경기 여주시 강변유원지길 22-35 (영진리버빌아파트),1577-9621,경기도 여주시 강변유원지길 22-35 (영진리버빌아파트),여주시
수원기산점,경기 수원시 장안구 영화로86번길 8,1577-9621,경기도 수원시 장안구 영화로86번길 8,수원시 장안구
두원공대점,경기 파주시 파주읍 주라위길 178,1577-9621,경기도 파주시 파주읍 주라위길 178,파주시
안산한양점,경기 안산시 단원구 달미로 63,1577-9621,경기도 안산시 단원구 달미로 63,안산시단원구
이천삼백점,경기 이천시 향교로 144-11,1577-9621,경기도 이천시 향교로 144-11,이천시
해든시티점,경기 시흥시 서울대학로264번길 26-18,1577-9621,경기도 시흥시 서울대학로264번길 26-18,시흥시
서울대공원점,경기 과천시 대공원광장로 102,1577-9621 소프트크림 판매점,경기도 과천시 대공원광장로 102,과천시
북여주IC점,경기 여주시 흥천면 이여로 928,1577-9621,경기도 여주시 흥천면 이여로 928,여주시
덕소쌍용점,경기 남양주시 와부읍 덕소로 196-14,1577-9621,경기도 남양주시 와부읍 덕소로 196-14,남양주시
용인백암사거리점,경기 용인시 처인구 백암면 백암로186번길 3,1577-9621,경기도 용인시 처인구 백암면 백암로186번길 3,용인시처인구
군포하니점,경기 군포시 번영로610번길 8,1577-9621,경기도 군포시 번영로610번길 8,군포시
정남신리점,경기 화성시 정남면 신백길 108-4,1577-9621,경기도 화성시 정남면 신백길 108-4,화성시
한국잡월드점,경기 성남시 분당구 분당수서로 501,1577-9621,경기도 성남시 분당구 분당수서로 501,성남시 분당구
서정스마트점,"경기 평택시 서정역로58번길 39,104호",1577-9621,"경기도 평택시 서정역로58번길 39,104호",평택시
오포추자공단점,경기 광주시 오포읍 오포로 673-1,1577-9621 소프트크림 판매점,경기도 광주시 오포읍 오포로 673-1,광주시
대야영남점,경기 시흥시 복지로120번길 8,1577-9621,경기도 시흥시 복지로120번길 8,시흥시
구리교문점,경기 구리시 체육관로171번길 12,1577-9621 소프트크림 판매점,경기도 구리시 체육관로171번길 12,구리시
운정포인트점,"경기 파주시 운정로 28, 1층 일부",1577-9621,"경기도 파주시 운정로 28, 1층 일부",파주시
시흥현서점,"경기 시흥시 군자로504번길 7, 1층",1577-9621,"경기도 시흥시 군자로504번길 7, 1층",시흥시
오산더샵점,"경기 오산시 내삼미로 65 상가동 103, 104호",1577-9621,"경기도 오산시 내삼미로 65 상가동 103, 104호",오산시
풍무푸르지오점,"경기 김포시 풍무1로 77, 1층 104호",1577-9621,"경기도 김포시 풍무1로 77, 1층 104호",김포시
지산포레스트점,경기 이천시 마장면 지산로 267 지산리조트 J플라자,1577-9621,경기도 이천시 마장면 지산로 267 지산리조트 J플라자,이천시
매탄한샘점,경기 수원시 영통구 매여울로 36,1577-9621,경기도 수원시 영통구 매여울로 36,수원시 영통구
성남시의료원점,경기 성남시 수정구 수정로171번길 10 성남시의료원 로비층(B1),1577-9621 소프트크림 판매점,경기도 성남시 수정구 수정로171번길 10 성남시의료원 로비층(B1),성남시 수정구
평택세교점,경기 평택시 세교3로 26,1577-9621 소프트크림 판매점,경기도 평택시 세교3로 26,평택시
옥정프라자점,"경기 양주시 옥정로 218, 113호",1577-9621,"경기도 양주시 옥정로 218, 113호",양주시
안산호수점,"경기 안산시 단원구 광덕서로 15, 호수공원대림아파트 동문상가 1층",1577-9621,"경기도 안산시 단원구 광덕서로 15, 호수공원대림아파트 동문상가 1층",안산시단원구
시흥능곡점,경기 시흥시 승지로 7,1577-9621,경기도 시흥시 승지로 7,시흥시
옥길킹타워점,경기 부천시 양지로184번길 29,1577-9621,경기도 부천시 양지로184번길 29,부천시
성남수진역점,"경기 성남시 수정구 산성대로 207, 1층",1577-9621,"경기도 성남시 수정구 산성대로 207, 1층",성남시 수정구
안양박달점,경기 안양시 만안구 양화로136번길 56,1577-9621,경기도 안양시 만안구 양화로136번길 56,안양시만안구
운정미래점,"경기 파주시 미래로602번길 31, 106호",1577-9621 소프트크림 판매점,"경기도 파주시 미래로602번길 31, 106호",파주시
여주한성점,"경기 여주시 우암로 190, 한성아파트상가 103~105호",1577-9621,"경기도 여주시 우암로 190, 한성아파트상가 103~105호",여주시
정왕대림점,"경기 시흥시 중심상가로 13, 106호",1577-9621,"경기도 시흥시 중심상가로 13, 106호",시흥시
양주옥정메인점,"경기 양주시 옥정동로7가길 36 양주옥정 메인타워, 116호",1577-9621 소프트크림 판매점,"경기도 양주시 옥정동로7가길 36 양주옥정 메인타워, 116호",양주시
수지상현점,"경기 용인시 수지구 광교중앙로296번길 14, 108호",1577-9621,"경기도 용인시 수지구 광교중앙로296번길 14, 108호",용인시수지구
서이천점,경기 이천시 신둔면 서이천로 908 천지맨션 가동 1~3호,1577-9621,경기도 이천시 신둔면 서이천로 908 천지맨션 가동 1~3호,이천시
성남하나점,경기 성남시 수정구 남문로6번길 1,1577-9621,경기도 성남시 수정구 남문로6번길 1,성남시 수정구
오포물류센터점,"경기 광주시 오포읍 오포로 292, 103호",1577-9621,"경기도 광주시 오포읍 오포로 292, 103호",광주시
오포금빛마을점,"경기 광주시 오포읍 오포로171번길 17-246, B1층",1577-9621 소프트크림 판매점,"경기도 광주시 오포읍 오포로171번길 17-246, B1층",광주시
대명항점,경기 김포시 대곶면 대명항1로 40-2,1577-9621,경기도 김포시 대곶면 대명항1로 40-2,김포시
대야미역점,경기 군포시 대야1로 17,1577-9621 소프트크림 판매점,경기도 군포시 대야1로 17,군포시
풍무본점,"경기 김포시 풍무로 73, 제2층 205로, 206호",1577-9621 소프트크림 판매점,"경기도 김포시 풍무로 73, 제2층 205로, 206호",김포시
선부한양점,"경기 안산시 단원구 선부로 199, 101호, 102호",1577-9621 소프트크림 판매점,"경기도 안산시 단원구 선부로 199, 101호, 102호",안산시단원구
안양힐링점,경기 안양시 만안구 병목안로 216,1577-9621 소프트크림 판매점,경기도 안양시 만안구 병목안로 216,안양시만안구
풍무타워점,"경기 김포시 풍무2로 43, 104호, 105호",1577-9621,"경기도 김포시 풍무2로 43, 104호, 105호",김포시
은계풍경채점,경기 시흥시 은계중앙로 151,1577-9621 소프트크림 판매점,경기도 시흥시 은계중앙로 151,시흥시
화성증거리점,경기 화성시 향남읍 우등길 60,1577-9621 소프트크림 판매점,경기도 화성시 향남읍 우등길 60,화성시
동두천운동장점,경기 동두천시 못골로 25,1577-9621,경기도 동두천시 못골로 25,동두천시
제부도점,경기 화성시 서신면 해안길 284,1577-9621,경기도 화성시 서신면 해안길 284,화성시
마도청원점,경기 화성시 마도면 마도로 504,1577-9621,경기도 화성시 마도면 마도로 504,화성시
풍무역점,경기 김포시 김포대로679번길 14-4,1577-9621,경기도 김포시 김포대로679번길 14-4,김포시
광교레이크점,경기 수원시 영통구 법조로 38 B30호,1577-9621 소프트크림 판매점,경기도 수원시 영통구 법조로 38 B30호,수원시 영통구
부천심곡본점,경기 부천시 부천로65번길 34,1577-9621,경기도 부천시 부천로65번길 34,부천시
옥길퀸즈파크점,경기 부천시 옥길로 124 C동 1층 115호,1577-9621,경기도 부천시 옥길로 124 C동 1층 115호,부천시
안산화정초점,경기 안산시 단원구 화정천서로6길 13,1577-9621 소프트크림 판매점,경기도 안산시 단원구 화정천서로6길 13,안산시단원구
다산듀플렉스점,"경기 남양주시 다산중앙로123번길 22-56, 101호",1577-9621,"경기도 남양주시 다산중앙로123번길 22-56, 101호",남양주시
안산이동점,경기 안산시 상록구 석삼말로3길 10,1577-9621 소프트크림 판매점,경기도 안산시 상록구 석삼말로3길 10,안산시상록구
무송공단점,경기 화성시 남양읍 현대기아로 457,1577-9621,경기도 화성시 남양읍 현대기아로 457,화성시
우정조암점,경기 화성시 우정읍 3.1만세로 47,1577-9621 소프트크림 판매점,경기도 화성시 우정읍 3.1만세로 47,화성시
분당수내점,"경기 성남시 분당구 황새울로258번길 10-7, 101호",1577-9621,"경기도 성남시 분당구 황새울로258번길 10-7, 101호",성남시 분당구
삼송마을점,경기 고양시 덕양구 고양대로2002번길 15,1577-9621 소프트크림 판매점,경기도 고양시 덕양구 고양대로2002번길 15,고양시덕양구
호매실에비뉴점,"경기 수원시 권선구 금곡로197번길 18-24, 101호",1577-9621,"경기도 수원시 권선구 금곡로197번길 18-24, 101호",수원시 권선구
부천신일점,"경기 부천시 중동로254번길 64,119호",1577-9621 소프트크림 판매점,"경기도 부천시 중동로254번길 64,119호",부천시
송탄은성점,경기 평택시 쇼핑로 17-1,1577-9621,경기도 평택시 쇼핑로 17-1,평택시
마석우리점,경기 남양주시 화도읍 마석중앙로 51,1577-9621 소프트크림 판매점,경기도 남양주시 화도읍 마석중앙로 51,남양주시
법원스토리점,경기 파주시 법원읍 사임당로 883,1577-9621 소프트크림 판매점,경기도 파주시 법원읍 사임당로 883,파주시
화성팔탄덕우점,경기 화성시 팔탄면 온천로 153,1577-9621,경기도 화성시 팔탄면 온천로 153,화성시
동탄에이팩시티점,경기 화성시 동탄순환대로 823,1577-9621 소프트크림 판매점,경기도 화성시 동탄순환대로 823,화성시
용인백암점,경기 용인시 처인구 백암면 백암로 101,1577-9621 소프트크림 판매점,경기도 용인시 처인구 백암면 백암로 101,용인시처인구
송화원룸점,경기 평택시 팽성읍 송화택지로25번길 24,1577-9621,경기도 평택시 팽성읍 송화택지로25번길 24,평택시
와동무지개점,경기 안산시 단원구 사세충열로 14,1577-9621,경기도 안산시 단원구 사세충열로 14,안산시단원구
이천행궁점,경기 이천시 영창로193번길 22,1577-9621 소프트크림 판매점,경기도 이천시 영창로193번길 22,이천시
오산천점,"경기 오산시 경기대로333번길 30, 1층",1577-9621,"경기도 오산시 경기대로333번길 30, 1층",오산시
평택장당점,경기 평택시 송탄로40번길 71-2,1577-9621 소프트크림 판매점,경기도 평택시 송탄로40번길 71-2,평택시
군포공단점,"경기 군포시 공단로 143, 1층",1577-9621 소프트크림 판매점,"경기도 군포시 공단로 143, 1층",군포시
고양센터점,경기 고양시 덕양구 내유길 5,1577-9621,경기도 고양시 덕양구 내유길 5,고양시덕양구
적성센터점,경기 파주시 적성면 솥뒤로 6,1577-9621,경기도 파주시 적성면 솥뒤로 6,파주시
운양골든센터점,"경기 김포시 김포한강1로 250, 1층 110호",1577-9621,"경기도 김포시 김포한강1로 250, 1층 110호",김포시
부천IC점,경기 부천시 오정로 194 일광 오정파크 1층,1577-9621,경기도 부천시 오정로 194 일광 오정파크 1층,부천시
평택싸파점,경기 평택시 팽성읍 송화택지로 141,1577-9621,경기도 평택시 팽성읍 송화택지로 141,평택시
광교파인렉스점,"경기 수원시 영통구 대학3로4번길 2 파인렉스2차 110호,111호",1577-9621,"경기도 수원시 영통구 대학3로4번길 2 파인렉스2차 110호,111호",수원시 영통구
팽성대교점,경기 평택시 팽성읍 팽성대교길 178,1577-9621 소프트크림 판매점,경기도 평택시 팽성읍 팽성대교길 178,평택시
화성동남점,경기 화성시 정남면 만년로 438-11,1577-9621 소프트크림 판매점,경기도 화성시 정남면 만년로 438-11,화성시
안산호동점,경기 안산시 상록구 도매시장로3길 7,1577-9621 소프트크림 판매점,경기도 안산시 상록구 도매시장로3길 7,안산시상록구
안산21세기점,"경기 안산시 단원구 보배2길 37, 102호",1577-9621 소프트크림 판매점,"경기도 안산시 단원구 보배2길 37, 102호",안산시단원구
병점타운점,"경기 화성시 병점동로42번길 26,1층",1577-9621 소프트크림 판매점,"경기도 화성시 병점동로42번길 26,1층",화성시
김포고창마을점,"경기 김포시 김포한강3로237번길 16, 1층 103호",1577-9621 소프트크림 판매점,"경기도 김포시 김포한강3로237번길 16, 1층 103호",김포시
화성발안공단점,경기 화성시 향남읍 발안공단로5길 114,1577-9621 소프트크림 판매점,경기도 화성시 향남읍 발안공단로5길 114,화성시
배곧월드점,"경기 시흥시 배곧4로 32-19, 114호",1577-9621 소프트크림 판매점,"경기도 시흥시 배곧4로 32-19, 114호",시흥시
동탄호수공원점,"경기 화성시 동탄순환대로 127-23, 109호",1577-9621,"경기도 화성시 동탄순환대로 127-23, 109호",화성시
송탄스타힐스점,경기 평택시 목천로17번길 39-4,1577-9621,경기도 평택시 목천로17번길 39-4,평택시
시흥관광호텔점,경기 시흥시 평안상가4길 21,1577-9621,경기도 시흥시 평안상가4길 21,시흥시
용인명지로점,경기 용인시 처인구 명지로 150,1577-9621,경기도 용인시 처인구 명지로 150,용인시처인구
부천가톨릭대점,경기 부천시 지봉로34번길 22,1577-9621 소프트크림 판매점,경기도 부천시 지봉로34번길 22,부천시
광교대학로점,경기 수원시 영통구 대학1로50번길 12,1577-9621 소프트크림 판매점,경기도 수원시 영통구 대학1로50번길 12,수원시 영통구
안산각골점,경기 안산시 상록구 각골동로1길 1,1577-9621 소프트크림 판매점,경기도 안산시 상록구 각골동로1길 1,안산시상록구
안성인지점,경기 안성시 장기로69번길 28,1577-9621,경기도 안성시 장기로69번길 28,안성시
안양예술공원점,경기 안양시 만안구 예술공원로 170,1577-9621 소프트크림 판매점,경기도 안양시 만안구 예술공원로 170,안양시만안구
안양우성점,경기 안양시 만안구 박달로498번길 38,1577-9621,경기도 안양시 만안구 박달로498번길 38,안양시만안구
포천캐슬점,경기 포천시 호국로 1010-2 허브캐슬 3차 103동 101호,1577-9621,경기도 포천시 호국로 1010-2 허브캐슬 3차 103동 101호,포천시
파주웅담점,경기 파주시 법원읍 술이홀로 1677,1577-9621,경기도 파주시 법원읍 술이홀로 1677,파주시
동두천제일점,경기 동두천시 평화로 2348,1577-9621 소프트크림 판매점,경기도 동두천시 평화로 2348,동두천시
이천아리역로점,경기 이천시 아리역로15번길 3,1577-9621,경기도 이천시 아리역로15번길 3,이천시
화성청원점,경기 화성시 마도면 절골로 36,1577-9621 소프트크림 판매점,경기도 화성시 마도면 절골로 36,화성시
팔탄기천점,경기 화성시 팔탄면 건달산로 219-3,1577-9621,경기도 화성시 팔탄면 건달산로 219-3,화성시
벽제로드점,경기 고양시 덕양구 혜음로 172,1577-9621 소프트크림 판매점,경기도 고양시 덕양구 혜음로 172,고양시덕양구
사우라엘점,경기 김포시 중구로 12,1577-9621,경기도 김포시 중구로 12,김포시
마석오복점,경기 남양주시 화도읍 비룡로33번안길 1,1577-9621,경기도 남양주시 화도읍 비룡로33번안길 1,남양주시
